,host_id,host_name,host_about,num_host_listings
4011,215586490,Brian,"Principal Broker of Tropical Escapes Realty

RB - 23558",29
3306,118465247,Castle Resorts And Hotels,"Kaha Lani Resort vacation rentals in Lihue are one of Kauai’s best-kept secrets!

Our condominiums bring you prime views of Kauai’s oceanfront. Think swaying palm trees, fine white sand, and dreamy ocean blues. Spend your days sun-kissed at our heated swimming pool and sundeck or snorkel at Lydgate Beach Park. At Kaha Lani Resort you can sunbathe at the sandy beach, challenge a friend to a tennis match, and then summon your family for a barbeque as the sun goes down.

With these Lihue condo rentals, you get all the benefits of resort-style Kauai accommodations in a place as comfortable as home. We have laundry facilities, DVD rentals in the lobby, and free parking, making it easy to come and go as you please for as long as you like.

Since 1993, Castle Resorts & Hotels has specialized in innovative hotel and resort management. We manage properties throughout the Hawaiian Islands, including Kauai, Oahu, Maui, Molokai, and Hawaii Island, as well as Auckland, New Zealand. Accommodations range from full-service hotels to resort condominiums and combines value, convenience, and authentic experiences.

",29
4359,303747123,Wailani,"Wailani Kaua'i is a high-end property management and luxury vacation rental company located on the south side of Kaua'i. Our irresistible portfolio of vacation properties features the very best of the best on the South Shore: elegant condos, beguiling bungalows, charming cottages, and idyllic dwellings. Every vacation accommodation offers extraordinary comfort, convenience, and aesthetic appeal. Our skilled, conscientious, Kaua‘i-native concierges and resourceful staff are totally dedicated to your comfort and enjoyment, from arrival until departure, ensuring that your stay is flawless. Contact us at 844-Wailani.",29
2464,53595817,Michael,"Alekona Kauai is a boutique vacation rental and property management company specializing in luxury homes and condominiums in Poipu. Founded in 2015, our mission is to provide world-class personalized, all-inclusive services to homeowners and guests.  We look forward to hosting you in Poipu!",28
4729,445557669,Honua Kai,Aloha!  This is the page for the official management company of Honua Kai Resort and Spa vacation rental listings.  Only guests who book our listings can receive service by the on site 24 hour front desk and stay in high quality units rated 4 Diamond by AAA.   ,28
2958,87789806,Alice,"We are Kohala Coast Properties and we look forward to you booking our unit on AirBNB.  

With nearly 30 years of experience in real estate for the entire Big Island of Hawaii and our many luxury vacation rentals located on the Kohala Coast.

We have vacation rentals located in Waikoloa resort, Mauna Lani resort and Mauna Kea resort.",28
4682,432560358,Yui Hei,"Aloha! 

A warm welcome to Hawaii! We look forward to being your host in the land of rainbows. Let's treat you to an unforgettable Airbnb experience as you enjoy Waikiki, which is really a place like heaven on earth.

My name is Jason and I host different units on Airbnb. Each unit has a different theme to showcase different stories, memories, and adventures. All our units are newly renovated and designed to appeal to our guests' liking.

As a Super Host, I believe that trust is a strong foundation in building relationships with guests like you. Our goal is to make your stay here in Hawaii feel like paradise. Allow us to treat you to something you truly deserve: an unforgettable Airbnb experience that best fits royalty. One that will make you want to come back—or even make you wish you’d never leave! 

See you soon! Mahalo nui loa!",28
4354,302355593,Midway Vacations,"Welcome to Midway Vacations! We specialize in top-notch vacation rentals in Waikiki & Maui.

Expect:
• Round-the-clock support from our team
• Impeccable cleanliness by our housekeeping team
• Professionally laundered linens & towels
• Well-maintained properties
• Quick response from our maintenance team

Relax and create lasting memories with your Ohana in our homes. Meticulously cared for, fully stocked units await. Experience Aloha with us!",28
2448,52886766,First Island,"First Island Realty is a full service real estate and property management company serving the Big Island of Hawaii since 2005. We specialize in paradise and have a diverse portfolio ranging from multi-million dollar luxury homes to all sizes of vacation and long term rentals. We have an outstanding team ready to make your visit memorable! With a warm “Aloha,” we at First Island Realty look forward to welcoming you to your new home away from home.",28
4209,257907566,Mabel,"Hi, I'm a super host on Airbnb since 2019.  My goal is to help make your Hawaiian vacation stay a great one. Warm Aloha!",28
162,690195,Luxe Maui Properties,"Hi there. We're Luxe Maui Properties, a boutique Maui vacation rental company.  We humbly welcome you to checkout our vacation rentals & most recent addition: the Historic Wailuku Inn.

We put our heart and soul into making each space a unique, comfy, relaxing home away from home. We invite you to visit, relax, and enjoy.  

If you have a question about any of our properties, please send us a message.


Luxe Maui Properties LLC — RB-24090",27
2168,41193855,Nick And DeAnna,"ALOHA! We are Nick and DeAnna Batchelor.  Just a little about us...We love meeting people from around the world.  We are easy going and honest, trustworthy people. We live by principles and do volunteer work to help our community each month. Our life motto is:  It's nice to be important but more important to be nice. 

We've used Airbnb while traveling ourselves so we know what you are looking for.  

You can call or text us if you have a question or something you need anytime. We mean it!  Please enjoy staying at our relaxing vacation home for cleanliness, decor and location. Oh yeah, the view is not that bad either. :) 

Mahalo nui loa! 

Nick and DeAnna

LIVE LOVE ALOHA

",27
4439,345626112,Kona Beach,"We are Kona Beach Properties.  The Principal Broker, Tracy Leverone, has lived in Kona for 30 years and worked in the real estate industry here for 15. Her involvement in the community includes volunteer committee work with the West Hawaii Association of Realtors Government Affairs Committee (GAC), The Hawaii Association of Realtors GAC and Housing subcommittees, and the National Association of Residential Property Managers (NARPM) at the national and local levels. We manage vacation rentals along the west side of the Big Island of Hawaii from North Kona to Keauhou. Our expert knowledge of the Kailua-Kona rental market helps us to provide superior service to our guests.  We look forward to hosting your stay.",26
2942,85291863,Clark,"I often travel for work and pleasure, will be a conscious and respectful tenent. ",26
1725,25138314,RoomPicks By Antony,"I have always taken a passion in discovering new destinations, secret spots and iconic places. And I’m happy to offer handpicked accommodations that provide the ultimate experience: from amenities that are both useful and luxurious, to easy access of local places and things to do during your stay, to just the feel of a comfortable bed away from home… they have to have them all!

I am always available to help you plan your trip or answer any questions during your stay. I enjoy what I do and want to share those experiences with you!",26
4745,450044933,Grand Welcome,"The Big Island is officially known as the island of Hawaii and received this nickname for a good reason: it is the largest island of the United States. It’s one the most popular travel destinations, attracting between 1.5 and 1.7 million travelers each year. Boasting some of the world’s most beautiful beaches, the island is as diverse as it is gorgeous, with lush green forests, black lava fields at the base of volcanoes, and the mighty Pacific Ocean serving as your playground. Magical Hawaii is truly a travelers dream and a must-have on your bucket-list. Outdoor adventurists who love being in nature will be awed by the majestic overlooks, hidden waterfalls, and snorkeling with sea life.",25
2909,81931213,Vicki,"After a 24 year successful career in the Kauai vacation rental and real estate industry, a unique opportunity arose and with much preparation and lots of love and patience from family and friends, Poipu365 vacation rentals has been created",25
4552,395672427,RedAwning,"Hosted by RedAwning Vacation Rentals

Welcome to RedAwning, a whole new way to travel. We make staying in a unique home or apartment easier than staying at a hotel. By partnering with local homeowners throughout North America, we provide you with the largest collection of vacation homes in the most destinations.  Every stay includes our experienced 24/7 customer assistance by text, chat, email and phone, and access to all your travel details via our free mobile app. We offer consistent terms and flexible cancellation policies, and we include accidental damage protection for every stay with no security deposits and a best rate guarantee. Wherever you want to go, RedAwning is here to make your journey easier!",25
399,2384634,Jane,"My mission: ""Delivering Happiness""  with every guest experience.  
How I accomplish my mission: Quality products, convenient locations, and best values delivered with the spirit of Aloha.

Credit:  ""Delivering Happiness"" from Tony Hsieh's philosophy in customer services at Zappos.",25
4527,387445762,RedAwning,"Welcome to RedAwning, a whole new way to travel. We make staying in a unique home or apartment easier than staying at a hotel. By partnering with local homeowners throughout North America, we provide you with the largest collection of vacation homes in the most destinations. Every stay includes our experienced 24/7 customer assistance by text, chat, email and phone, and access to all your travel details via our free mobile app. We offer consistent terms and flexible cancellation policies, and we include accidental damage protection for every stay with no security deposits and a best rate guarantee. Wherever you want to go, RedAwning is here to make your journey easier!",24
1585,21302839,Jess,"Aloha! My name is Jess and  my Airbnb experience started with my husband Chris and I  renting out our couch for a year! We met the coolest  people from all around the world and we were absolutely hooked! Fast forward 9 years later we are now managing 20+ units on Airbnb. We love it and love to travel ourselves! We are so thankful to live in such a beautiful place and can’t wait to share it with you. We love for all our guests to feel comfortable and welcomed. Looking forward to hosting you!
Mahalo!

Another passion of ours is saving animals so by booking with us you are directly helping us support Lucky Paws Animal Foundation!  Search:
Lucky paws Hawaii 

-Jess",24
2766,70722023,Michael,"Husband and father of two, loves travel, hiking, and reading.",24
3282,116742716,Robert - Hawaii Life Vacations,"I live on the island of Maui with my family. Originally from Las Vegas, NV, I moved here 11 years ago and love sharing my passion for the island lifestyle. I am a licensed Real Estate Broker with Hawaii Life Real Estate Brokers and am the full time property manager for this wonderful condo. I work with my wife and assistant Kristin to ensure our guests have a truly unforgettable Maui experience.",23
4144,243785112,Christine,Marbella Lane | Full-service vacation rental property management | Top performer by AirDNA,23
1691,24126726,Nadine,"Hello! After many years of vacation club and property ownership, we have had the opportunity to appreciate how extremely convenient and comfortable these style stays can be for all types of travel. As our family has grown, we've found that we have more than we need and are able to utilize every year which lead us to start offering our properties at a great deal to others! With years of experience, our knowledge has allowed us to help others enjoy their vacations and make life long memories. We've been able to grow the services we offer into a business that now also manages multiple different owners with various types of ownerships!  We are happy to be in a place where we can help both owners and vacationers, so don't hesitate to ask for what you need - even if it is not directly listed! We can often book multiple units and/or offer nearby locations. Booking multiple condos at one of our resorts is one of our favorite ways to get family and friends together. Whether you are celebrating or simply spending time together with friends or family, book with us for your next vacation -  Traveling only expands one's horizons!",23
3581,147292060,Robert,"Licensed Hawaii Real Estate broker since 1987
Owner - Wailea Rentals
1986 Graduate The Pennsylvania State University",23
2796,72745682,Jane,"Na Pali Properties, Inc. is a professional Real Estate Brokerage Firm that has been serving the community of the North Shore of Kauai since 1982.  We're conveniently located in the center of Hanalei.  We offer our assistance in Real Estate Sales & Property Management.  We have Vacation Rentals on the North Shore of Kauai, Including Princeville, Hanalei, Wainiha and Haena.  We will help you find a place to stay, or your own piece of paradise..... Aloha! 
",23
3733,166048966,Hawaii Luxury,"Hawaii Luxury Real Estate is a multi-faceted brokerage specializing in property management, luxury resorts, land and commercial properties on the north and west side of Hawaii's Big Island. ",23
436,2649097,Annie,"A big nerd with a bit of edge. 
Self-Development Junky. Healthcare Professional. Artist. Entrepreneur. 

I get alot of joy from interacting and getting to know my guests. I'm honored to be a part of their Hawaii experience and I want it to be a life-long memory. 

The interactions here are important to me and therefore I am selective with who I allow into my space. To me, this is more than hosting. I have been so grateful for all the great connections and lovely feedback I have been receiving and it fuels me in all parts of my life. Because of that, my guests have made all the difference.",23
3889,188741018,Garden Island Rentals,"At Garden Island Rentals we are committed to serving you with honesty, integrity and the aloha spirit. We offer a variety of rentals that are extremely well priced for the Poipu area. Choose from a cottage steps away from the beach, a condo with magnificent ocean views or a private oceanfront home with a swimming pool. Come and discover the relaxed lifestyle of Kauai that will keep you coming back for years to come!

kauairentalsdotcom",22
4383,315047988,Luana,Hello we are real estate company located in Honolulu.,22
496,3152360,Tropical Studios At Marine Surf,"We are a Waikiki vacation rental management company dedicated to delivering wonderful vacations to guests from around the world. 

We manage 15 studio apartments in Marine Surf Waikiki.

You can see all our listings here: 

https://www.airbnb.com/users/3152360/listings

Our team consists of 
Niko, Wojtek, Ula and Marta",22
830,6521227,Rico & Cinzia,"Welcome to koolkondo! We have the most modern Hawaiian luxury homes and condos in Poipu Beach Kauai and perfect Getaways in Malibu Beach, CA. Along with our VIP Customer service and professional management, you will enjoy every second of your stay with us at any one of our luxury properties! 

Every unit is designer furnished and fully stocked with everything you will need to enjoy and relax like being at your own home. Quality vacations and experiences at its finest. ",21
3010,92649198,Allyson Micheals,"AM Concierge is a Hawaii based On-island hosting services that caters to high end vacation rentals on the beautiful Big Island of Hawaii. We take pride in making your vacation the most memorable, from a well equipped and spotless clean rental with attention to every detail….digital, interactive guidebooks….keyless entries and a host available to guests for the entire trip!!",21
4148,244409043,Joseph,"Contact us:
Info@vacationwestmaui.cоm",21
2013,34452053,Robert,"My Timeshare Rentals,
The Timeshare Kahuna, LLC.
Renting timeshares since 2008

",21
2756,70195733,CoralTree Residences-Luxe,"Make yourself at home in the heart of Maui with Destination Residences Hawai’i.

We have welcomed guests to our island home for more than thirty years, offering vacation experiences that distill the beauty and wonder of this magical destination into lifelong memories for you and your family. Walk with the sand between your toes, feel the warm Pacific waters at your feet, fall asleep to the gentle island breezes, and lose yourself to Hawai’i’s timeless charm.

Our passionate, locally based team will see to it that your time with us in paradise is entirely your own. From the moment you check in with our Reception Office and step into your luxurious private residence, you’ll enjoy warm, bespoke services from our Housekeeping, Front Desk, and Concierge teams, as well as 24/7 on-demand care from our Manager-on-duty.

In the spirit of aloha, we also offer the following complimentary services to make your stay as comfortable as possible:

+ Maika'i grocery discount card
+ Housekeeping services
+ In-room coffee maker with welcome packet of Maui coffee and condiments
+ In-room washer & dryer with laundry detergent
+ Full kitchen stocked with paper towels and dish detergents
+ Bathroom toiletries
+ Use of beach towels
+ Printing of boarding passes
+ Unlimited local calls
+ Wi-Fi
+ Self-parking 
+ Concierge consultations

We can't wait to share with you our Hawaiian ho'okipa (heartfelt hospitality) and make your stay an unforgettable experience. Mahalo!

Destination Residences Hawaii Property Portfolio:
https://airbnb.com/users/70195733/listings


",21
3176,107058431,Julie,"Julie Enriques, Property Manager & Real Estate Broker, a local leader in the Residential Real Estate and Property Management Fields has been in the industry for over 23 years and has extensive experience with properties in the Ka'u and Southern Region of the Big Island of Hawaii.  A member of the Hawaii Association of Realtors, National Association of Realtors, the West Hawaii Association of Realtors, Hawaii Multiple Listing Service as well as the National Association of Residential Property Managers, Julie and her team are committed to providing you outstanding service. 

Our services here at The Land Office, LLC offer Buyer and Seller Representation for Vacant Parcels, Large Acreage and Farms, Single Family Homes, Bed & Breakfasts, Condominiums and Small Commercial Properties.  We also provide Property Management of Short Term and Long Term Rentals.  We assist many organizations, federal, state and local level employees, medical professionals, contractors, along with travelers and guests to our area to find the perfect property to meet their needs.

""Continuing education within the Sales and Management areas I specialize is critical to my ability to stay current on the issues affecting my industry,"" she believes.

Whether you are an owner, looking to sell or rent or a traveler to the area needing short or long term accommodations, she is ready to assist you.   Contact her today! ",21
1044,9431246,Jerry,Grew up in Hawaii and graduated from University of Hawaii as a Biology major. Been in the real estate business for 13 years now and love everything about it. I also worked as a jeweler straight out of college and I do the diamond purchasing for my family jewelry business. On my spare time I love surfing and hanging out with the family. ,20
2000,34009334,Makani,"Aloha, We are a small group of oceanfront condos on the west side of Maui. Each condo has an unobstructed view of neighbor islands Lanai and Molokai. We are steps away from the ocean with beach access on two points. All of our condos are fully stocked with anything you will need during your visit. including private washers and dryers in each condo. We have oceanside gas grills for our guests to enjoy and a heated pool. Free wi-fi and free parking are included. Minutes away from Lahaina and Kaanapali in beautiful Honokowai. Clean and quiet. Minutes away from restaurants, grocery stores, shops ,golfing, horseback riding and of course all water activities you might want to enjoy. You can swim and snorkel right out front of our condos. We have a reef break about 100 yards out that keeps the water calm and family friendly. Your own little slice of heaven awaits. Come enjoy the best of Maui's west side at affordable prices. Mahalo!",20
1878,29961526,Lisa,"Aloha, I'm Lisa!! I am the owner of Stay Kauai.  We are a boutique vacation rental company located on the North Shore of Kauai and our specialty is creating unparalleled vacation experiences.  Our goal is for you, the guest, to have the best vacation ever... to live with a true sense of A-L-O-H-A!
",20
2212,42947939,Chris,"Aloha!
I Love traveling and meeting new people.  My work takes me around the world, seeing exotic life, and amazing creatures, I'm a scuba instructor.  I love diving the many secret spots on Oahu and abroad.  
Days that I may be diving, Keoki or Tsuki will be able to help with check in, and help answer any questions you might have.  We work as a TEAM, to help ensure you that your stay goes smoothly.  Some of us live on property, and are able to be contacted, and help with any questions or conners 24/7, every day.

Much Mahalo!:)
Christ me ",20
2603,60832928,Bija With Nomad Group,"A traveler and world adventurer from California, Bija is currently living between Hawaii and Japan. He enjoys helping people and enriching the lives of everyone around him.",20
2449,52896140,Jason,"Over the years I picked up several timeshares at amazing resorts that was not always able to use so I started renting them on Airbnb. Realizing other timeshare owners were likely in a similar position, I started my own company that helps timeshare owners get value out of their unused weeks and you access to amazing resorts. By booking from me, you’ll be either renting my personal or another’s unused timeshare.",20
